5.484515484515484207e-01,1.228771228771228796e-01
3.166833166833166735e-01,9.450549450549450281e-01
1.498501498501498587e-02,5.994005994005994209e-01
1.248751248751248794e-01,8.761238761238760997e-01
5.464535464535464904e-01,1.548451548451548476e-01
7.142857142857143016e-01,6.113886113886113360e-01
6.083916083916084405e-01,9.430569430569430978e-01
8.511488511488511932e-01,2.297702297702297614e-01
5.454545454545454142e-01,4.565434565434565162e-01
4.975024975024974760e-01,8.591408591408591922e-02
6.993006993006993521e-02,9.410589410589410564e-01
5.974025974025973795e-01,1.418581418581418563e-01
1.978021978021977934e-01,2.727272727272727071e-01
7.892107892107892431e-01,6.303696303696303405e-01
3.596403596403596192e-01,9.760239760239760587e-01
5.684315684315683903e-01,6.133866133866133774e-01
9.360639360639360085e-01,2.057942057942057923e-01
4.835164835164835195e-01,8.031968031968031996e-01
8.311688311688312236e-01,2.107892107892107847e-01
5.424575424575424076e-01,4.965034965034965109e-01
